EBMUD,Pearson,Lower Mok R,Mok_Pelt_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_Pelt_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_FR_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_FR_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_CRC_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_CRC_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_I5_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_I5_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_MWTU_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_MWTU_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_NHL_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_NHL_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_USF_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_USF_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_SGS_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_MWTD_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_MWTD_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_DHI_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_DHI_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_UNF_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_UNF_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LSF_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LSF_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LSF_4,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LSF_3,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_TP_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_TP_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LNF_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LNF_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LNF_3,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_LNF_4,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_WBM_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_WBM_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_WBM_3,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
EBMUD,Pearson,Lower Mok R,Mok_WBM_4,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Gridley_Rel_DS,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Gridley,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Gridley_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Cox_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Cox_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Cox_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Herringer_RL_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Herringer_RR,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Herringer_RL_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Abv_Honcut_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Abv_Honcut_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Blw_Honcut_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,SunsetPumps_RR,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,SunsetPumps_RL_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,SunsetPumps_RL_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Blw_SunsetPumps_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Blw_SunsetPumps_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Blw_SunsetPumps_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Train_RL_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Train_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Train_RL_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,ShanghaiBend_RL_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,ShanghaiBend_RL_Middle,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,ShanghaiBend_RL_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BoydsPump_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BoydsPump_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BoydsPump_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Above_StarBend_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Above_StarBend_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Above_StarBend_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,StarBend_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,StarBend_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,StarBend_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Below_StarBend_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Below_StarBend_RL_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,Below_StarBend_RL_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BC_Beach_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BC_Beach_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,BC_Beach_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Upper_Verona_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Upper_Verona_RR1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Upper_Verona_RR2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Verona_RR_Lower,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Verona_RR_Upper,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
NOAA/DWR Oroville,Kyle Hartwigsen,Feather_R,FR_Verona_RL,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,TLSAC_200,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC1_100,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC1_200,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC6_200,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC6_100,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Rypel,Lower Sac R,Cranmore_Donahue_SacRiver,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC8_200,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Adrian Loera,Lower Sac R,RRSAC8_100,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Rypel,Lower Sac R,Sac_Sutter_Bypass_confluence,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Rypel,Lower Sac R,Sac-Feather_confluence,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Wampler,North Delta,Hwy84Ferry1,N,Y,2000064,12/11/2023 15:48,,,"45,351",,,Y,38.19065,-121.65983,38.19067,-121.66012,PST,5,4,FF6B,65387,20,"Soft mooring, tethered to shore, 30 lbs, fin float",AW PA BP,,"Beacon 50' tether to rec, 10 lbs weight + float, in water 15:49. Old mooring not on tree. Same Receiver ID recorded as HWY84Ferry2, will determine upon retrieval.",
UC Davis,Wampler,North Delta,Hwy84Ferry2,N,Y,2000064,12/11/23 16:23,,,"45,351",,,Y,38.19088,-121.65733,38.19093,-121.65681,PST,5,4,F6AD,63149,60,"Soft mooring, tree tether, 40 lbs, fin float",AW PA BP,,"Beacon 50' tether to rec, 10 lbs weight + float, in water 16:23. Same general location but now near mud cliff/cove. Same Receiver ID recorded as HWY84Ferry1, will determine upon retrieval.",
UC Davis,Rypel,South Delta,Delta_TC_2,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Rypel,South Delta,Delta_TC_1,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UC Davis,Wampler,Yolo Bypass,YB_BCE1,N,Y,2000215,12/11/23 13:10,,,"45,351",,,Y,38.22667,-121.67361,38.22625,-121.67326,PST,5,4,FF95,65429,20,"Tethered to tree, 30 lbs weights, float",AW PA BP,,"Beacon 50' tether to rec, 5 lbs + float, in water 13:11",
UC Davis,Wampler,Yolo Bypass,YB_BCW1,N,Y,2000186,12/11/23 12:06,,,"45,351",,,Y,,,38.22543,-121.67554,PST,6,5,F6A5,63141,60,"Tether w/ 30 lbs weight, fin float",AW PA BP,,"Beacon on 50' line from rec w/ 5 lbs + float, in water 12:07",
UC Davis,Wampler,Yolo Bypass,YB_BCE2,N,Y,2000189,12/11/2023 14:36,,,"45,351",,,Y,38.22065,-121.67186,38.2208,-121.67151,PST,3,2,FF6D,65389,20,"Soft mooring, tree tether weights, fin float",AW PA BP,,"Beacon on 50 tether to rec, 10 lbs + float, in water 14:38",
UC Davis,Wampler,Yolo Bypass,YB_BCW2,N,Y,2000066,12/11/2023 13:50,,,"45,351",,,Y,38.2197,-121.67307,38.21961,-121.67374,PST,8,7,F6D2,63186,60,"Tree tether, fin floats, 35 lbs weight, ""soft"" ?",AW PA BP,,"Beacon on 50' tether to receiver, 5 lbs + float, in water 13:50",
UCSC,Notch,Butte Creek,Butte_Slough_Outfall_Gate,N,N,,,,,"45,351",,,,,,,,,,,,,,,,,,
UCSC,Jeremy Notch,Butte Creek,UpperButte3,N,Y,2000078,1/29/24 13:42,,1/29/24 13:44,,,,Y,39.1871,-121.909,39.1871,-121.909,PST,4,3,,78,30,Bridge cable,JN BA,,"Cleaned receiver oring, new batteries, false positive filter on. Graple deployment off downstream bridge pier mid channel. Small float on cable around pier.",
UCSC,Jeremy Notch,Butte Creek,UpperButte4,N,Y,2000221,1/29/24 13:38,,1/29/24 13:40,,,,Y,39.127733,-121.816346,39.127733,-121.816346,PST,3,2,,221,30,Bridge cable,JN BA,,"Cleaned receiver oring, new batteries, false positive filter on. Deployed off downstream bridge pier in mid channel. Graple deployment. No float tube around bridge pier cable.",
UCSC,Jeremy Notch,Sutter Bypass,SB_East_US,N,Y,2000224,1/29/24 13:27,,1/29/24 13:32,,,,Y,39.12862,-121.79559,39.12862,-121.79559,PST,3,2,,224,30,Bridge cable,JN BA,,"Cleaned receiver oring, new batteries, false positive filter on. Deployed receiver from bridge. Water too swift for boat deployment. Large loop around bridge pier with now crab float.",
UCSC,Jeremy Notch,Sutter Bypass,Sutter_Bypass_113_EastCanal1,N,Y,2000257,1/29/24 13:20,,1/29/24 13:22,,,,Y,38.966117,-121.672042,38.966117,-121.672042,PST,4,3,,257,30,Bridge cable,JN BA,,"Cleaned receiver oring, new batteries, false positive filter on. Deployed off downstream bridge pier in mid channel. Float tube attached to cable around bridge pier. Graple retrieval",
UCSC,Jeremy Notch,Sutter Bypass,Sutter_Bypass_113_WestCanal1,N,Y,2000008,1/29/24 13:08,,1/29/24 13:10,,,,Y,38.95313,-121.674823,38.95313,-121.674823,PST,5,4,,8,30,Bridge cable,JN BA,,"Cleaned receiver oring, new batteries, false positive filter on. Deployed off downstream bridge pier using graple deployment. Float tube attached to cable around pier to help retrieval.",
UCSC,Jeremy Notch,Sutter Bypass,Sutter_Bypass_Karnak_DosRios_Bridge_down,N,Y,2000005,1/29/24 12:55,,1/29/24 12:58,,,,Y,38.78487,-121.65323,38.78487,-121.65323,PST,6,4,,5,30,Cable to bridge,JN BA,,"Deployed receiver off bridge pilling, hanging straight down under bridge. No float tube 30lbs of weight under receiver. Hose clamped and taped receiver to cable.",
UCSC,Jeremy Notch,Carquinez Strait,Benicia09,N,Y,18001,2/5/24 13:47,,10/24/22 10:28,,,,Y,38.04748,-122.12536,38.04748,-122.12536,PST,16,1.6,FA2A,64042,62.85,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia10,N,Y,21154,2/5/24 13:39,,10/24/22 10:06,,,,Y,38.04682,-122.12476,38.04682,-122.12476,PST,19.3,1.6,F6A6,63142,62.21,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia11,N,Y,17135,2/5/24 13:32,,10/24/22 10:48,,,,Y,38.04529,-122.12417,38.04529,-122.12417,PST,18,1.6,FAEA,64234,60,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia12,N,Y,22143,2/5/24 13:23,,10/25/22 8:00,,,,Y,38.04337,-122.12338,38.04337,-122.12338,PST,19,1.6,FB56,64342,60.46,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia13,N,Y,17127,2/5/24 13:17,,10/25/22 8:15,,,,Y,38.04241,-122.12202,38.04241,-122.12202,PST,16,1.6,FAA4,64164,60,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia14,N,Y,17125,2/5/24 13:09,,10/25/22 8:24,,,,Y,38.04165,-122.12106,38.04165,-122.12106,PST,14,1.6,FFCA,65482,60,PVC conduit,JN ND BA,,"Swapped SC card, installed new hydrophone and beacon tag into existing PVC conduit. Previous hose clamp nuts rusted out and old beacon tag fell out. New hydrohone and beacon tag installed @ 16:53. Lower clamp raised up 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia15,N,Y,17141,2/5/24 13:02,,10/25/22 8:31,,,,Y,38.04016,-122.11995,38.04016,-122.11995,PST,17,1.6,FA6A,64106,64.29,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp up by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia16,N,Y,21150,2/5/24 12:55,,10/25/22 8:44,,,,Y,38.03872,-122.1193,38.03872,-122.1193,PST,13,1.6,FAD2,64210,63.37,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia07,N,Y,17143,2/5/24 12:38,,10/25/22 9:08,,,,Y,38.03761667,-122.1210833,38.03761667,-122.1210833,PST,13,1.6,FAD6,64214,59.96,PVC conduit,JN ND BA,,"Swapped SD card, could not remove lower clamp, installed another 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia08,N,Y,17146,2/5/24 12:38,,10/25/22 8:56,,,,Y,38.03645,-122.1201,38.03645,-122.1201,PST,3,1.6,FB5A,64346,58.89,PVC conduit,JN ND BA,,"Swapped SD card, could not lower bottom clamp due to tide height",
UCSC,Jeremy Notch,Carquinez Strait,Benicia06,N,Y,17148,2/5/24 12:28,,10/25/22 9:14,,,,Y,38.03896,-122.12192,38.03896,-122.12192,PST,13,1.6,FB52,64338,66.62,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft.",
UCSC,Jeremy Notch,Carquinez Strait,Benicia05,N,Y,20046,2/5/24 12:21,,10/25/22 9:24,,,,Y,38.03994,-122.12301,38.03994,-122.12301,PST,10,1.6,FA94,64148,63.32,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia04,N,Y,17147,2/5/24 12:14,,10/25/22 9:34,,,,Y,38.04123333,-122.1238167,38.04123333,-122.1238167,PST,14,1.6,FACA,64202,60.28,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia03,N,Y,17145,2/5/24 12:06,,10/25/22 9:44,,,,Y,38.04243333,-122.1250167,38.04243333,-122.1250167,PST,23,1.6,F95A,63834,62.28,PVC conduit,JN ND BA,,"Swapped SD card, raised lower clamp by 1ft",
UCSC,Jeremy Notch,Carquinez Strait,Benicia02,N,Y,18008,2/5/24 11:58,,10/25/22 9:53,,,,Y,38.04494,-122.12695,38.04494,-122.12695,PST,25,1.6,FAA2,64162,60.14,PVC conduit,JN ND BA,,Swapped SD card. Raised lower clamp by 1ft,
UCSC,Jeremy Notch,Carquinez Strait,Benicia01,N,Y,17130,2/5/24 11:50,,10/25/22 10:04,,,,Y,38.04494,-122.12695,38.04494,-122.12695,PST,20,1.6,FADA,64218,62.01,PVC conduit,JN BA ND,,Swapped SD card. Raised lower clamp by 1ft,
UCSC,Jeremy Notch,Carquinez Strait,Benicia09,N,Y,18001,9/28/23 9:50,2/5/2024 13:47,9/28/23 9:50,153,,,Y,38.04748,-122.12536,38.04748,-122.12536,PST,16,1.6,,,,PVC conduit,JN BA,JN ND BA,Swapped PVC conduit installed new beacon tag (new tag# FFBA) removed old hydrophone and installed new hydrophone. Swapped SD card,5611
UCSC,Jeremy Notch,Carquinez Strait,Benicia10,N,Y,21154,9/28/23 10:09,2/5/2024 13:39,9/28/23 10:09,153,,,Y,38.04682,-122.12476,38.04682,-122.12476,PST,19.3,1.6,,,,PVC conduit,JN BA,JN ND BA,Swapped SD card,5610
UCSC,Jeremy Notch,Carquinez Strait,Benicia11,N,Y,17135,9/28/23 10:18,2/5/2024 13:32,9/28/23 10:18,153,,,Y,38.04529,-122.12417,38.04529,-122.12417,PST,18,1.6,,,,PVC conduit,JN BA,JN ND BA,Swapped SD card,5609
