AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,Tag_Start_Date,FishID,TagID_Decimal,Fish_Type,CommonName,SpeciesName,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,PIT_code,Release Notes,TimeStamp
2676,758D,9:43:20 AM,9:45:36 AM,8.1,89,G,G,G,Y,9:46:48 AM,0,9:48:28 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-510,30093,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02537,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2677,74DD,10:00:23 AM,10:02:37 AM,7.1,86,G,G,G,Y,10:03:42 AM,0,10:06:05 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-518,29917,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02559,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2678,75D4,10:06:23 AM,10:08:58 AM,8.3,92,G,G,G,Y,10:10:05 AM,0,10:12:06 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-521,30164,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,205,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02556,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2679,72D7,10:10:21 AM,10:12:38 AM,9.4,93,G,G,G,Y,10:13:42 AM,0,10:17:41 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-522,29399,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02555,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2680,78A9,10:13:55 AM,10:16:21 AM,7.5,89,G,G,G,Y,10:17:39 AM,0,10:19:29 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-523,30889,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02553,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2681,EB61,12:04:06 PM,12:06:32 PM,55.6,168,G,G,G,N,12:07:50 PM,0,12:09:48 PM,BL,LT,RBDD_20231207,11.3,10.18,11.4,11.2,NOT IN TAG INVENTORY BUT CHECKED PINGER LOG AND IS INDEED EB61,12/6/23,12/6/23,SS_2024-148,60257,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-99998,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2682,7368,10:17:55 AM,10:20:01 AM,6.6,84,G,G,G,Y,10:21:16 AM,0,10:22:58 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-525,29544,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02551,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2683,7692,10:15:53 AM,10:18:17 AM,7.3,85,G,G,G,Y,10:19:28 AM,0,10:21:22 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-524,30354,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02552,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2684,ED23,12:04:21 PM,12:06:36 PM,18.2,121,G,G,G,N,12:08:38 PM,0,12:11:23 PM,BPB,BJA,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-149,60707,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,206,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01246,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2745,EB4E,2:04:00 PM,2:07:05 PM,17.8,118,G,G,G,N,2:09:10 PM,0,2:12:41 PM,BPB,BJA,RBDD_20231206,11.8,11.36,11.9,11.47,,12/5/23,12/5/23,SS_2024-080,60238,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,207,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01199,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2746,E84B,2:16:57 PM,2:18:50 PM,7.7,85,G,G,G,Y,2:20:11 PM,0,2:24:23 PM,BB,JF,RBDD_20240201,10.5,10.41,10.6,10.58,,1/31/24,1/31/24,SS_2024-356,59467,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,202,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-01085,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
2747,EB55,12:07:50 PM,12:10:05 PM,22.6,122,G,G,G,N,12:11:41 PM,0,12:14:48 PM,BPB,BJA,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-150,60245,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,203,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01260,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2748,E76D,2:02:24 PM,2:04:43 PM,45.9,155,G,G,G,N,2:06:39 PM,0,2:09:56 PM,BPB,BJA,RBDD_20231206,11.8,11.36,11.9,11.47,,12/5/23,12/5/23,SS_2024-078,59245,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,1,5,FL,75,25,N,TP,1,1X3,PDO 6-0,206,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/6/23,On,,ATS,SS400,ATS2024-01171,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/5/23
2749,E8BA,2:12:34 PM,2:14:29 PM,5.9,80,G,G,G,Y,2:16:13 PM,0,2:17:57 PM,BB,JF,RBDD_20240201,10.5,10.41,10.6,10.58,,1/31/24,1/31/24,SS_2024-354,59578,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C43,FL,80,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/1/24,On,,ATS,SS400,ATS2024-01101,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch.",1/31/24
2750,EB94,12:10:03 PM,12:12:51 PM,65.2,176,G,G,G,N,12:14:46 PM,0,12:17:34 PM,BPB,BJA,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-151,60308,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,206,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01261,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2685,7451,10:04:07 AM,10:06:39 AM,7.9,88,G,G,G,Y,10:08:05 AM,0,10:10:07 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-520,29777,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,202,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02557,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2686,751C,10:02:11 AM,10:04:39 AM,8.6,90,G,G,G,Y,10:06:04 AM,0,10:08:34 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-519,29980,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,207,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02558,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2687,7642,9:58:36 AM,10:00:43 AM,10,94,G,G,G,Y,10:01:58 AM,0,10:03:47 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-517,30274,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,207,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02560,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2688,7540,9:37:24 AM,9:39:57 AM,6.6,84,G,G,G,Y,9:41:03 AM,0,9:43:00 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-507,30016,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,204,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02540,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2689,EC2B,12:12:49 PM,12:15:45 PM,23.7,132,G,G,G,N,12:17:32 PM,0,12:20:26 PM,BPB,BJA,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-152,60459,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,202,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01263,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2690,7714,10:19:44 AM,10:21:52 AM,7,86,G,G,G,Y,10:22:57 AM,0,10:24:43 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-526,30484,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,202,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02550,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2691,76A3,9:53:25 AM,9:55:39 AM,11.1,99,G,G,G,Y,9:56:43 AM,0,9:58:30 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-514,30371,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02533,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2692,774B,9:51:41 AM,9:53:43 AM,7.6,87,G,G,G,Y,9:54:45 AM,0,9:56:44 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-513,30539,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,200,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02534,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2693,EBDD,12:15:42 PM,12:18:40 PM,49.4,150,G,F,G,N,12:20:23 PM,0,12:23:00 PM,BPB,BJA,RBDD_20231207,11.3,10.18,11.4,11.2,FINS ARE FAIR,12/6/23,12/6/23,SS_2024-153,60381,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,80,25,N,TP,1,1X3,PDO 6-0,205,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01265,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
2694,78AA,9:48:42 AM,9:51:45 AM,10.4,98,G,G,G,Y,9:52:51 AM,0,9:54:48 AM,BL,LT,RBDD_20240222,10.1,10.61,10.3,10.84,,2/21/24,2/21/24,SS_2024-512,30890,LSNFH Winter Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,C44,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,sub-yearling,RBDD_Rel,40.154441,-122.202488,461.579,2/22/24,On,,ATS,SS400,ATS2024-02535,5,5,36,050031/050032,,"Fish held overnight prior to transport. Fish transported from LSNFH to RBDD in two aerated coolers. Holding temperature in cooler within two degrees of river temperature, no tempering needed. Fish released just downstream of RBDD boat launch, used USFWS b",2/21/24
2695,EB68,12:16:24 PM,12:19:22 PM,49.4,160,G,G,G,N,12:20:32 PM,0,12:22:55 PM,BL,LT,RBDD_20231207,11.3,10.18,11.4,11.2,,12/6/23,12/6/23,SS_2024-154,60264,CNFH Late-fall Chinook,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2024,2,5,FL,75,25,N,TP,1,1X3,PDO 6-0,203,I,yearling,RBDD_Rel,40.154441,-122.202488,461.579,12/7/23,On,,ATS,SS400,ATS2024-01262,5,5,36,56732,,Fish transported from CNFH to RBDD boat launch in two 120qt coolers powered by 2 battery bubblers. Water temperature within 2C degrees of holding tank tempurature. No tempering was necessary.,12/6/23
